Location_Name,County,Utilities,Type,Address,Latitude,Longitude,url,Languages,Clients
Sakleshpur,,,,", all",12.944151,75.786565,www.google.com,,
Sakleshpur,,Public Transport,,", all",12.9453765,75.7789505,www.google.com,,
Sakrebyle Elephant Camp,,,,", all",13.840966,75.514655,www.google.com,,
Sambre,,Public Transport,,", all",15.8843177,74.5772092,www.google.com,,
Sampige Road,,Public Transport,,", all",13.2709635,76.762269,www.google.com,,
Samudhravalli,,Public Transport,,", all",12.9427962,76.3174321,www.google.com,,
Sanapur Anecut,,,,", all",15.345858,76.432014,www.google.com,,
Sandal Soap Factory,,Public Transport,,", all",13.0146544,77.5539839,www.google.com,,
Sangama,,,,", all",12.407549,76.721567,www.google.com,,
Sangamesh Petrol Station,,Fuel Station,,", all",17.3341246,76.830064,www.google.com,,
Sanjeevani Co-operative Hospital,,Hospital,,", all",13.00690925,76.1067268,www.google.com,,
Sanjeevani Hospital,,Hospital,,", all",13.0117814,77.5439166,www.google.com,,
Saptagiri Auto Gas,,Fuel Station,,", all",15.3365749,75.1396981,www.google.com,,
Sasalu,,Public Transport,,", all",14.2111076,76.1150208,www.google.com,,
Sasivekalu Ganesha,,,,", all",15.331433,76.459941,www.google.com,,
Sathoddi Falls Rd,,,Waterfalls,"Waterfalls, all",14.983092,74.693844,www.google.com,,
Sathodi Falls,,,Waterfalls,"Waterfalls, all",14.949772,74.585035,www.google.com,,
Sathya Sai Hospital,,Public Transport,,", all",12.9811949,77.7275361,www.google.com,,
satish,,atm,,", all",16.91320693,76.2315765,www.google.com,,
Saunshi,,Public Transport,,", all",15.2026829,75.3009493,www.google.com,,
Savalgi,,Public Transport,,", all",17.3396908,76.710754,www.google.com,,
Savandurga Peak Pond,,,Water_Activities,"Water_Activities, all",12.921211,77.294455,www.google.com,,
Savandurga Shed,,,,", all",12.921376,77.29423,www.google.com,,
Savandurga Trek Path,,,Hiking,"Hiking, all",12.918216,77.299579,www.google.com,,
Savanur,,Public Transport,,", all",14.9630481,75.4070173,www.google.com,,
SBH,,atm,,", all",12.95968893,77.6461552,www.google.com,,
SBH,,atm,,", all",12.98540913,77.6734083,www.google.com,,
SBH ATM,,atm,,", all",16.76866163,77.135852,www.google.com,,
SBI,,atm,,", all",13.03766173,77.5352197,www.google.com,,
SBI,,atm,,", all",12.83551123,77.401038,www.google.com,,
SBI,,atm,,", all",12.92969123,77.5519662,www.google.com,,
SBI,,atm,,", all",12.28608543,76.6257844,www.google.com,,
SBI,,atm,,", all",13.02550163,77.6033615,www.google.com,,
SBI,,atm,,", all",13.31709123,75.7741666,www.google.com,,
SBI,,atm,,", all",13.33304053,75.7733632,www.google.com,,
SBI,,atm,,", all",12.84983833,74.8486176,www.google.com,,
SBI,,atm,,", all",17.32647773,76.8548921,www.google.com,,
Sbi,,atm,,", all",13.01538983,77.7093102,www.google.com,,
SBI,,atm,,", all",16.82816203,75.7245003,www.google.com,,
SBI,,atm,,", all",16.82441303,75.7161894,www.google.com,,
SBI,,atm,,", all",13.16425343,75.8653114,www.google.com,,
SBI,,atm,,", all",13.01095003,76.105874,www.google.com,,
SBI ATM,,atm,,", all",12.99540583,77.6992647,www.google.com,,
SBI ATM,,atm,,", all",12.91816943,77.5547822,www.google.com,,
SBI ATM,,atm,,", all",12.91172623,77.5671334,www.google.com,,
SBI ATM,,atm,,", all",12.86937423,74.8441828,www.google.com,,
SBI ATM,,atm,,", all",13.01709123,76.1100199,www.google.com,,
SBI Bank ATM,,atm,,", all",12.96870343,77.6935455,www.google.com,,
SBI E-lobby,,atm,,", all",12.95821063,77.5348921,www.google.com,,
SBI State Bank of India,,atm,,", all",12.90950043,77.5499914,www.google.com,,
SBI State Bank of India ATM,,atm,,", all",13.02902703,77.561291,www.google.com,,
SBM,,atm,,", all",12.88635673,74.8382874,www.google.com,,
SBT,,atm,,", all",12.98650073,74.807457,www.google.com,,
SBT Fuel Station Station,,Fuel Station,,", all",13.08869579,77.37641523,www.google.com,,
Secret Beach-Ottinene,,,Beaches,"Beaches, all",13.876819,74.603337,www.google.com,,
Sedam,,Public Transport,,", all",17.1812073,77.2856943,www.google.com,,
Seetha Falls,,,Waterfalls,"Waterfalls, all",13.412638,75.12081,www.google.com,,
Seetha Falls,,,Waterfalls,"Waterfalls, all",13.412638,75.12081,www.google.com,,
Seetha Falls,,,Waterfalls,"Waterfalls, all",13.412638,75.12081,www.google.com,,
Seetha Falls,,,Waterfalls,"Waterfalls, all",13.412638,75.12081,www.google.com,,
SeethÄlayanagiri Temple,,,Spiritual,"Spiritual, all",13.391952,75.719529,www.google.com,,
Seetharampalya,,Public Transport,,", all",12.9809532,77.7087519,www.google.com,,
Senapura,,Public Transport,,", all",13.717875,74.6844721,www.google.com,,
Settihally,,Public Transport,,", all",12.644643,77.1423653,www.google.com,,
Shahabad,,Public Transport,,", all",17.1219321,76.9433966,www.google.com,,
Shantigrama,,Public Transport,,", all",12.9846174,76.2054601,www.google.com,,
Shantinatha Basadi,,,,", all",12.861335,76.48658,www.google.com,,
Sharavati Valley Wildlife Sanctuary,,,National_Park,"National_Park, all",14.039099,74.920877,www.google.com,,
Shathayu Ayurveda,,Hospital,,", all",12.9106932,77.5824245,www.google.com,,
Shedbal,,Public Transport,,", all",16.7202607,74.7524628,www.google.com,,
Shell,,Fuel Station,,", all",12.95655996,77.7314596,www.google.com,,
Shell,,Fuel Station,,", all",12.9919633,77.6595777,www.google.com,,
Shell,,Fuel Station,,", all",12.97125202,77.68206524,www.google.com,,
Shell,,Fuel Station,,", all",12.91569703,77.48176691,www.google.com,,
Shell,,Fuel Station,,", all",13.0464478,77.50223844,www.google.com,,
Shell,,Fuel Station,,", all",13.0252305,77.54750614,www.google.com,,
Shell,,Fuel Station,,", all",12.94961923,77.5928628,www.google.com,,
Shell,,Fuel Station,,", all",12.92535826,77.63762578,www.google.com,,
Shell,,Fuel Station,,", all",13.13040092,77.57157719,www.google.com,,
Shell,,Fuel Station,,", all",13.57364172,77.78135436,www.google.com,,
Shell,,Fuel Station,,", all",12.98222968,77.56642632,www.google.com,,
Shell,,Fuel Station,,", all",13.04443374,77.64302706,www.google.com,,
Shell,,Fuel Station,,", all",13.00488824,77.58085224,www.google.com,,
Shell,,Fuel Station,,", all",12.97135577,77.59704069,www.google.com,,
Shell,,Fuel Station,,", all",12.94274308,77.69767749,www.google.com,,
Shell,,Fuel Station,,", all",13.0717647,77.59328133,www.google.com,,
Shell,,Fuel Station,,", all",12.89560803,77.72307859,www.google.com,,
Shell,,Fuel Station,,", all",13.08186603,75.6927731,www.google.com,,
Shell,,Fuel Station,,", all",12.93199498,77.74247457,www.google.com,,
Shell,,Fuel Station,,", all",12.96199394,77.71649054,www.google.com,,
Shell,,Fuel Station,,", all",13.01757334,77.76182142,www.google.com,,
Shell,,Fuel Station,,", all",12.9004225,77.63354972,www.google.com,,
Shell,,Fuel Station,,", all",12.9089136,77.64406105,www.google.com,,
Shell,,Fuel Station,,", all",12.91088542,77.68323322,www.google.com,,
Shell,,Fuel Station,,", all",12.98267359,77.7078581,www.google.com,,
Shell,,Fuel Station,,", all",13.06043797,77.74303649,www.google.com,,
Shell,,Fuel Station,,", all",12.91676969,77.58381982,www.google.com,,
Shell,,Fuel Station,,", all",12.91289823,77.66540535,www.google.com,,
Shell,,Fuel Station,,", all",12.97410068,77.64717036,www.google.com,,
Shell,,Fuel Station,,", all",12.9535723,77.5672992,www.google.com,,
Shell,,Fuel Station,,", all",12.947907,77.5327064,www.google.com,,
Shell,,Fuel Station,,", all",12.9569629,77.5491868,www.google.com,,
Shell,,Fuel Station,,", all",12.9067114,77.5793065,www.google.com,,
Shell,,Fuel Station,,", all",13.264237,77.7174648,www.google.com,,
Shell,,Fuel Station,,", all",13.1385198,78.2088124,www.google.com,,
Shell,,Fuel Station,,", all",15.5284068,74.9050241,www.google.com,,
Shell,,Fuel Station,,", all",12.9575913,77.551865,www.google.com,,
Shell,,Fuel Station,,", all",13.0211544,77.5844454,www.google.com,,
Shell Ganesh Enterprises,,Fuel Station,,", all",13.0663685,77.5936278,www.google.com,,
Shell gas station,,Fuel Station,,", all",12.9856793,77.480059,www.google.com,,
Shell Pertol Station,,Fuel Station,,", all",12.891779,77.5771096,www.google.com,,
Shell Petrol Bunk,,Fuel Station,,", all",12.92317979,77.67140687,www.google.com,,
Shell Petrol Bunk,,Fuel Station,,", all",13.01235297,77.55377777,www.google.com,,
Shell Petrol Bunk,,Fuel Station,,", all",12.8597829,77.5900863,www.google.com,,
Shell Petrol Bunk,,Fuel Station,,", all",12.9793805,77.5420846,www.google.com,,
Shell Petrol Bunk,,Fuel Station,,", all",13.0115623,77.6726837,www.google.com,,
Shell Petrol Pump,,Fuel Station,,", all",13.0516288,77.6309002,www.google.com,,
Shell Petrol Pump Hope Farm,,Fuel Station,,", all",12.98220625,77.7518047,www.google.com,,
Shettara Katte,,Fuel Station,,", all",13.6645445,74.7542041,www.google.com,,
Shettihalli Wildlife Sanctuary,,,National_Park,"National_Park, all",13.88729,75.387852,www.google.com,,
Shimoga,,,,", all",13.92993,75.568101,www.google.com,,
Shimoga Bidare,,Public Transport,,", all",13.9038334,75.6407153,www.google.com,,
Shiroor,,Public Transport,,", all",13.9309723,74.5942465,www.google.com,,
Shiva Linga Temple Complex,,,Spiritual,"Spiritual, all",16.019153,75.884076,www.google.com,,
Shivagange,,,,", all",13.712911,75.805455,www.google.com,,
Shivanasamudra Falls,,,Waterfalls,"Waterfalls, all",12.294063,77.168288,www.google.com,,
Shivani,,Public Transport,,", all",13.8117391,76.0587021,www.google.com,,
Shivathan,,Public Transport,,", all",15.4780814,74.522768,www.google.com,,
Shivgiri Temple,,,Spiritual,"Spiritual, all",15.869577,74.481961,www.google.com,,
shivu,,atm,,", all",12.08679653,76.3319308,www.google.com,,
Shravanabelagola,,,,", all",12.856325,76.479854,www.google.com,,
Shravanabelagola,,Public Transport,,", all",12.8713931,76.4656686,www.google.com,,
Shree Gokarnanatheshwara Temple,,,Spiritual,"Spiritual, all",12.875955,74.831443,www.google.com,,
"Shree Ishvara Temple, Arasikere",,,Spiritual,"Spiritual, all",13.318421,76.260004,www.google.com,,
Shree Katyayani Baneshwar,,,,", all",14.723418,74.279759,www.google.com,,
Shree Krishna Auto Gas,,Fuel Station,,", all",12.9672844,77.57,www.google.com,,
Shree SS Petrol / Gas Station,,Fuel Station,,", all",12.3016417,76.635416,www.google.com,,
Shreemanti Bai Memorial Museum,,,Heritage,"Heritage, all",12.886926,74.848775,www.google.com,,
Shri Anantha Shayana Temple,,,Spiritual,"Spiritual, all",13.213103,75.003975,www.google.com,,
Shri Bhagwan Bahubali Digambar Jain Statue,,,Heritage,"Heritage, all",12.955174,75.37885,www.google.com,,
Shri Bhagwan Bahubali Digambar Jain Statue,,,Heritage,"Heritage, all",13.203758,75.005556,www.google.com,,
Shri Durga Parameshwari Temple,,,Spiritual,"Spiritual, all",13.043628,74.86981,www.google.com,,
Shri Guru Dattatreya Baba Budan Swamy Durga,,,,", all",13.432975,75.754229,www.google.com,,
Shri Kshetra Gommatagiri Digambar Jain Temple,,,Spiritual,"Spiritual, all",12.37031,76.487459,www.google.com,,
Shri Mallikarjuna Temple of Hoysala Dynasty,,,Spiritual,"Spiritual, all",12.710198,76.817141,www.google.com,,
Shri Sadguru Auto Gas,,Fuel Station,,", all",14.1710878,75.0101739,www.google.com,,
Shri Sai Auto Gas,,Fuel Station,,", all",15.8644226,74.5301961,www.google.com,,
Shri Sringeri Shankar Mutt,,,,", all",12.954915,77.570488,www.google.com,,
Shrirangapattana,,Public Transport,,", all",12.4241441,76.6778732,www.google.com,,
Shrivagilu,,Public Transport,,", all",12.7991869,75.5949442,www.google.com,,
Siddapur,,,,", all",14.341001,74.889984,www.google.com,,
Sidlagatta,,Public Transport,,", all",13.3920709,77.8641538,www.google.com,,
Silk Institute,,Public Transport,,", all",12.8617298,77.5299545,www.google.com,,
Singayyanapalya,,Public Transport,,", all",12.9965445,77.6927176,www.google.com,,
Sir CV Raman General Hospital,,Hospital,,", all",12.98292041,77.6447345,www.google.com,,
Sir M Vishweshwariah - Central College,,Public Transport,,", all",12.9745197,77.58422,www.google.com,,
Sirimane Falls,,,Waterfalls,"Waterfalls, all",13.387441,75.179564,www.google.com,,
Sirsi,,,,", all",14.6195,74.8354,www.google.com,,
Siva Temple,,,Spiritual,"Spiritual, all",15.343936,76.476363,www.google.com,,
Sivapur,,Public Transport,,", all",13.6704657,75.9283506,www.google.com,,
SLR Fuel Station Station,,Fuel Station,,", all",13.07558106,77.36577542,www.google.com,,
Society Petrol Bunk,,Fuel Station,,", all",15.424341,75.6364069,www.google.com,,
Solur,,Public Transport,,", all",13.0698018,77.2586709,www.google.com,,
Somanathapura,,,,", all",12.275794,76.881606,www.google.com,,
Someshwar Beach,,,Beaches,"Beaches, all",12.795596,74.84657,www.google.com,,
Someshwara,,Public Transport,,", all",13.5603461,77.5127185,www.google.com,,
Someshwara Beach,,,Beaches,"Beaches, all",12.787541,74.854692,www.google.com,,
Someshwara Temple,,,Spiritual,"Spiritual, all",12.795371,74.84803,www.google.com,,
Someshwara Temple,,,Spiritual,"Spiritual, all",13.247475,76.226428,www.google.com,,
Someshwara Wildlife Sanctuary,,,National_Park,"National_Park, all",13.440416,75.084476,www.google.com,,
Sompur Road,,Public Transport,,", all",15.4217137,75.8736581,www.google.com,,
Somvarpet Hospital,,Hospital,,", all",12.59745744,75.85026745,www.google.com,,
Sonda,,,,", all",14.727238,74.80063,www.google.com,,
South End Circle,,Public Transport,,", all",12.9382573,77.5800556,www.google.com,,
South Indian Bank,,atm,,", all",12.95670203,77.708882,www.google.com,,
South Indian Bank,,atm,,", all",12.92970353,77.5859202,www.google.com,,
South Indian Bank,,atm,,", all",12.93021003,77.5850977,www.google.com,,
South Indian Bank,,atm,,", all",12.97724443,77.674742,www.google.com,,
South Indian Bank,,atm,,", all",12.95594443,77.7051133,www.google.com,,
South Indian Bank,,atm,,", all",12.93013423,77.6181807,www.google.com,,
South Indian Bank,,atm,,", all",12.93529833,77.6091104,www.google.com,,
South Indian Bank,,atm,,", all",12.88327893,77.6074429,www.google.com,,
South Indian Bank,,atm,,", all",12.98613913,77.6463483,www.google.com,,
South Indian Bank,,atm,,", all",12.97172613,77.6813586,www.google.com,,
South Indian Bank,,atm,,", all",12.97133643,77.5867555,www.google.com,,
South Indian Bank,,atm,,", all",12.98107403,77.6059774,www.google.com,,
South Indian Bank ATM,,atm,,", all",12.96749133,77.6542264,www.google.com,,
Sowbhagya Fuel Station Station,,Fuel Station,,", all",12.92144197,77.6447906,www.google.com,,
Sowparnika River Origin,,,Water_Activities,"Water_Activities, all",13.86757,74.809931,www.google.com,,
SRE Ananth Group Bus Public Transport,,Public Transport,,", all",14.4652969,75.9247753,www.google.com,,
Sree Kodandarama Petrol / Gas Station,,Fuel Station,,", all",12.90831786,77.69242213,www.google.com,,
Sri Adhishakthyathmaka Annapoorneshwari Temple,,,Spiritual,"Spiritual, all",13.276767,75.343852,www.google.com,,
Sri Adishankaracharya Sharada Lakshmi Narasimha Peetam,,,,", all",13.522248,75.302387,www.google.com,,
"Sri Balagangadaranatha Swamy, Hosahalli",,Public Transport,,", all",12.9742933,77.5456215,www.google.com,,
Sri Bhagandeshwara Temple,,,Spiritual,"Spiritual, all",12.385106,75.531855,www.google.com,,
Sri Bhagandeshwara Temple,,,Spiritual,"Spiritual, all",12.385106,75.531855,www.google.com,,
Sri Brahma Lingeshwara Temple,,,Spiritual,"Spiritual, all",13.432446,74.768817,www.google.com,,
Sri Chamarajeshwara Temple,,,Spiritual,"Spiritual, all",11.926888,76.938559,www.google.com,,
Sri Chennakeshava Swamy Temple,,,Spiritual,"Spiritual, all",13.163293,75.859698,www.google.com,,
Sri Chennakeshava Swamy Temple,,,Spiritual,"Spiritual, all",13.163293,75.859698,www.google.com,,
Sri Chintamani Narasimha Temple,,,Spiritual,"Spiritual, all",14.007546,75.674733,www.google.com,,
Sri Durgaparameshwari Temple,,,Spiritual,"Spiritual, all",13.094923,74.786187,www.google.com,,
Sri Durgaparameshwari Temple,,,Spiritual,"Spiritual, all",13.094923,74.786187,www.google.com,,
Sri Hanuman Temple,,,Spiritual,"Spiritual, all",13.07052,74.997965,www.google.com,,
Sri Janardana And Mahakali Temple,,,Spiritual,"Spiritual, all",13.337245,74.730662,www.google.com,,
Sri Jaya Rashmi Gas,,Fuel Station,,", all",12.71443646,77.27366469,www.google.com,,
Sri Jayadeva Institute of Cardiovascular Sciences and Research,,Hospital,,", all",12.34283132,76.6292842,www.google.com,,
Sri Krishna Temple,,,Spiritual,"Spiritual, all",15.330266,76.460466,www.google.com,,
Sri Krishnadevaraya Tomb,,,,", all",15.351093,76.495448,www.google.com,,
Sri Lakshmi Venkateshwara Swamy Temple,,,Spiritual,"Spiritual, all",13.030551,78.355155,www.google.com,,
Sri Lakshminarayana Swamy Temple,,,Spiritual,"Spiritual, all",12.642463,76.478665,www.google.com,,
Sri Mahadeshwara Filling Station,,Fuel Station,,", all",12.932367,77.5414216,www.google.com,,
Sri MahaGanapathi Temple,,,Spiritual,"Spiritual, all",13.210097,78.369468,www.google.com,,
Sri Manjunatha,,,,", all",12.947427,75.384577,www.google.com,,
Sri Manjunatha Temple,,,Spiritual,"Spiritual, all",12.950382,75.380456,www.google.com,,
Sri Naraharitheerthara Brindavan,,,,", all",15.348253,76.47693,www.google.com,,
Sri Prabhudeva Service Station,,Fuel Station,,", all",12.3927526,76.6669578,www.google.com,,
Sri Ranganathaswamy Temple,,,Spiritual,"Spiritual, all",12.424884,76.679249,www.google.com,,
"Sri Samayapuram Mariamman Temple, Srirangapatna, Near Mysore. ( Under Construction)",,,Spiritual,"Spiritual, all",12.421667,76.713764,www.google.com,,
Sri Shankar Service Station,,Fuel Station,,", all",13.8456036,75.6916217,www.google.com,,
Sri Sharada Peetham,,,,", all",13.416358,75.25182,www.google.com,,
Sri Sharadamba Temple,,,Hiking,"Hiking, all",13.416181,75.251276,www.google.com,,
Sri Someshwara Auto Gas,,Fuel Station,,", all",13.3360392,77.0868153,www.google.com,,
Sri Sri Ayurveda Hospital,,Hospital,,", all",12.82216009,77.52177038,www.google.com,,
Sri Srinivas Lodge,,Hotel,,", all",13.8484023,75.70450627,www.google.com,,
Sri Udupi Park,,Hotel,,", all",12.96181676,77.71639403,www.google.com,,
"Sri Veeranarayana Temple, Belavadi",,,Spiritual,"Spiritual, all",13.28203,75.995688,www.google.com,,
Sri Venkataramana Temple,,,Spiritual,"Spiritual, all",13.215689,74.992928,www.google.com,,
Sri Vishvesha Agencies,,Fuel Station,,", all",12.941632,77.5641945,www.google.com,,
Srikanteshwara Temple,,,Spiritual,"Spiritual, all",12.118934,76.692494,www.google.com,,
Sringeri Mutt,,,,", all",12.118483,76.693057,www.google.com,,
Sringeri Shankar Matt,,,,", all",14.005563,75.673876,www.google.com,,
Srinivasa Petrol / Gas Station,,Fuel Station,,", all",13.0030286,77.6349993,www.google.com,,
Srinivasapura,,Public Transport,,", all",13.3288336,78.2067074,www.google.com,,
Srirampura,,Public Transport,,", all",12.9965253,77.5631963,www.google.com,,
Ss Bharatgas Agency,,Fuel Station,,", all",12.9276853,77.6782923,www.google.com,,
SSM Hospital,,Hospital,,", all",13.0052773,76.1065878,www.google.com,,
St. Joseph Hospital,,Hospital,,", all",12.34200486,76.65488307,www.google.com,,
Standard Chartered,,atm,,", all",12.98536373,77.7081623,www.google.com,,
Standard Chartered,,atm,,", all",13.01439933,77.5835124,www.google.com,,
Standard Chartered,,atm,,", all",12.99406223,77.6606292,www.google.com,,
Standard Chartered,,atm,,", all",12.91719033,77.585952,www.google.com,,
Standard Chartered,,atm,,", all",12.92447103,77.5523785,www.google.com,,
Standard Chartered,,atm,,", all",12.93304763,77.5822333,www.google.com,,
Star Auto LPG,,Fuel Station,,", all",13.0494757,77.6297593,www.google.com,,
State Bank,,atm,,", all",12.91983213,77.5927344,www.google.com,,
State Bank,,atm,,", all",13.36078933,77.103123,www.google.com,,
State Bank,,atm,,", all",12.30892033,76.6627828,www.google.com,,
State Bank,,atm,,", all",12.87973553,77.5678057,www.google.com,,
State Bank,,atm,,", all",14.09461703,74.4844047,www.google.com,,
State Bank ATM,,atm,,", all",12.96040863,77.5633761,www.google.com,,
State Bank ATM,,atm,,", all",14.46812463,75.924719,www.google.com,,
State Bank Group,,atm,,", all",12.96644713,77.5945707,www.google.com,,
State Bank of Hydebad,,atm,,", all",17.77003623,77.1290395,www.google.com,,
STATE BANK OF HYDERABAD,,atm,,", all",17.33043633,76.8279098,www.google.com,,
State Bank of Hyderabad,,atm,,", all",17.33113763,76.8357566,www.google.com,,
State Bank Of Indi,,atm,,", all",12.95000173,77.5721635,www.google.com,,
State Bank of India,,atm,,", all",13.01451653,77.5678632,www.google.com,,
State Bank of India,,atm,,", all",13.00475123,77.5650939,www.google.com,,
State Bank of India,,atm,,", all",13.02543023,77.6417703,www.google.com,,
State Bank of India,,atm,,", all",12.99180123,77.5379737,www.google.com,,
State Bank of India,,atm,,", all",13.01855503,77.558819,www.google.com,,
State Bank of India,,atm,,", all",12.97332923,77.5824593,www.google.com,,
State Bank of India,,atm,,", all",11.80604243,76.6877897,www.google.com,,
State Bank of India,,atm,,", all",12.98786293,77.7095289,www.google.com,,
State Bank Of India,,atm,,", all",15.42194673,75.6232579,www.google.com,,
State Bank of India,,atm,,", all",12.96608423,77.7183767,www.google.com,,
State Bank of India,,atm,,", all",12.31399203,76.6563051,www.google.com,,
State Bank of India,,atm,,", all",13.00040503,77.6233725,www.google.com,,
State Bank of India,,atm,,", all",12.93468303,77.61272,www.google.com,,
State Bank of India,,atm,,", all",13.08134563,77.5482816,www.google.com,,
State Bank of India,,atm,,", all",12.87545553,77.6483068,www.google.com,,
State Bank of India,,atm,,", all",12.94461673,77.5677552,www.google.com,,
State Bank of India,,atm,,", all",12.97868573,77.6450948,www.google.com,,
State Bank Of India,,atm,,", all",13.00594663,77.6593935,www.google.com,,
State Bank of India,,atm,,", all",13.02342023,77.5508174,www.google.com,,
State Bank of India,,atm,,", all",12.92568853,77.6250527,www.google.com,,
State Bank of India,,atm,,", all",12.31667513,76.6458206,www.google.com,,
State Bank of India,,atm,,", all",12.92233933,77.5953285,www.google.com,,
State Bank Of India,,atm,,", all",13.00241603,77.7125734,www.google.com,,
State Bank of India,,atm,,", all",15.35748553,75.1290804,www.google.com,,
State Bank of India,,atm,,", all",12.95725373,77.7006526,www.google.com,,
State Bank of India,,atm,,", all",12.95737693,77.5717084,www.google.com,,
State Bank of India,,atm,,", all",12.95568313,77.5676261,www.google.com,,
State Bank of India,,atm,,", all",13.26114583,76.4666154,www.google.com,,
State Bank of India,,atm,,", all",14.46747363,75.9177526,www.google.com,,
State Bank of India,,atm,,", all",12.96915013,77.5364636,www.google.com,,
State Bank of India,,atm,,", all",12.97453963,77.5307371,www.google.com,,
State Bank of India,,atm,,", all",13.00901423,74.794174,www.google.com,,
State Bank of India,,atm,,", all",12.90601303,77.5419622,www.google.com,,
State Bank of India,,atm,,", all",12.96790173,77.5851515,www.google.com,,
State Bank of India,,atm,,", all",12.88227353,77.572507,www.google.com,,
State Bank of India,,atm,,", all",12.93475363,77.5556142,www.google.com,,
State Bank of India,,atm,,", all",13.06662863,77.5703088,www.google.com,,
State Bank of India,,atm,,", all",12.94226963,77.6253883,www.google.com,,
State Bank of India,,atm,,", all",12.88212593,75.0303711,www.google.com,,
State Bank of India,,atm,,", all",13.69097633,75.2434561,www.google.com,,
State Bank of India,,atm,,", all",12.93118393,77.6234063,www.google.com,,
State Bank of India,,atm,,", all",12.88110143,77.638685,www.google.com,,
State Bank of India,,atm,,", all",12.91993703,77.5811126,www.google.com,,
State Bank of India,,atm,,", all",13.02902863,77.5664063,www.google.com,,
State Bank of India,,atm,,", all",13.02980413,77.570686,www.google.com,,
State Bank of India,,atm,,", all",17.77001683,77.1300601,www.google.com,,
State Bank of India,,atm,,", all",12.96801703,77.592013,www.google.com,,
State Bank of India,,atm,,", all",12.89855253,77.6218042,www.google.com,,
State Bank of India,,atm,,", all",16.74430303,77.1300489,www.google.com,,
State Bank of India,,atm,,", all",12.90942553,77.5655013,www.google.com,,
State Bank of India,,atm,,", all",12.92789683,77.5622171,www.google.com,,
State Bank of India,,atm,,", all",15.27651633,76.3846026,www.google.com,,
State Bank of India,,atm,,", all",12.95462723,77.7051109,www.google.com,,
State Bank of India,,atm,,", all",12.91683883,77.6034052,www.google.com,,
State Bank of India,,atm,,", all",12.97581453,77.6044861,www.google.com,,
State Bank of India,,atm,,", all",12.95498353,77.6532944,www.google.com,,
State Bank of India,,atm,,", all",13.35188393,74.7874419,www.google.com,,
State Bank of India,,atm,,", all",12.95720023,77.7016323,www.google.com,,
State Bank of India,,atm,,", all",12.96356493,74.806221,www.google.com,,
State Bank of India,,atm,,", all",12.86332513,74.8461456,www.google.com,,
State Bank of India,,atm,,", all",12.98973513,77.5720458,www.google.com,,
State Bank of India,,atm,,", all",12.94242883,77.6015084,www.google.com,,
State Bank of India,,atm,,", all",12.94237183,77.6251542,www.google.com,,
State Bank of India,,atm,,", all",12.99233973,77.659961,www.google.com,,
State Bank of India,,atm,,", all",15.43853503,74.98703,www.google.com,,
State Bank of India,,atm,,", all",15.45963013,74.993735,www.google.com,,
State Bank of India,,atm,,", all",13.00317463,77.757283,www.google.com,,
State Bank of India,,atm,,", all",12.29188563,76.6251357,www.google.com,,
State Bank of India,,atm,,", all",13.10221233,77.5769646,www.google.com,,
State Bank of India,,atm,,", all",12.93512383,77.5741634,www.google.com,,
State Bank of India,,atm,,", all",15.39614513,75.0843158,www.google.com,,
State Bank of India,,atm,,", all",15.39231863,75.0814941,www.google.com,,
State Bank of India,,atm,,", all",12.96474583,77.5311092,www.google.com,,
State Bank of India,,atm,,", all",15.34652573,75.1487909,www.google.com,,
State Bank of India,,atm,,", all",12.94846343,77.5989705,www.google.com,,
State Bank of India,,atm,,", all",12.97657813,77.6738208,www.google.com,,
State Bank of India,,atm,,", all",12.97906013,77.6435992,www.google.com,,
State Bank of India,,atm,,", all",12.88241673,77.5839245,www.google.com,,
State Bank of India,,atm,,", all",12.96802023,77.5787717,www.google.com,,
State Bank of India,,atm,,", all",12.91040623,77.5951099,www.google.com,,
State Bank of India,,atm,,", all",12.88441233,77.5665775,www.google.com,,
State Bank of India,,atm,,", all",12.97133503,77.5845467,www.google.com,,
State Bank of India,,atm,,", all",12.97039913,77.5463108,www.google.com,,
State Bank of India,,atm,,", all",12.99744163,77.550126,www.google.com,,
State Bank of India,,atm,,", all",12.96434803,77.5402052,www.google.com,,
State Bank of India,,atm,,", all",12.97403303,77.5499209,www.google.com,,
State Bank of India,,atm,,", all",12.97737973,77.5698067,www.google.com,,
State Bank of India,,atm,,", all",12.96128413,77.6672062,www.google.com,,
State Bank of India,,atm,,", all",12.95840593,77.5356011,www.google.com,,
State Bank of India,,atm,,", all",12.88090553,77.6010003,www.google.com,,
State Bank of India,,atm,,", all",12.87762733,77.6023317,www.google.com,,
State Bank of India,,atm,,", all",14.79043673,75.9875706,www.google.com,,
State Bank of India,,atm,,", all",12.95498933,77.5915906,www.google.com,,
State Bank of India,,atm,,", all",13.05000163,77.5975254,www.google.com,,
State Bank of India,,atm,,", all",12.99743163,77.5486505,www.google.com,,
State Bank of India,,atm,,", all",12.90748093,77.6758423,www.google.com,,
State Bank of India,,atm,,", all",12.33184233,76.6624421,www.google.com,,
State Bank of India,,atm,,", all",12.92702133,77.5920261,www.google.com,,
State Bank of India,,atm,,", all",12.91244463,77.6811861,www.google.com,,
State Bank of India,,atm,,", all",12.97435913,77.5711607,www.google.com,,
State Bank of India,,atm,,", all",13.00876753,77.5491545,www.google.com,,
